user_id,group,converted,event_time,country,device,channel
8334,treatment,1,2026-01-13 11:28:00,DE,mobile,paid
16093,treatment,0,2026-01-14 01:23:00,US,mobile,organic
2544,control,0,2026-01-08 20:18:00,US,desktop,organic
5843,control,1,2026-01-01 17:25:00,US,desktop,organic
1933,control,1,2026-01-10 16:20:00,US,desktop,paid
4735,control,0,2026-01-19 21:11:00,US,desktop,paid
4513,control,0,2026-02-12 00:39:00,US,mobile,organic
15993,treatment,1,2026-01-31 10:05:00,CA,mobile,organic
4588,control,0,2026-01-21 02:19:00,DE,desktop,organic
4325,control,0,2026-02-05 12:58:00,US,mobile,paid
11824,treatment,0,2026-01-11 04:53:00,UK,mobile,organic
3397,control,0,2026-01-04 19:40:00,US,tablet,email
13279,treatment,0,2026-02-13 02:29:00,DE,mobile,paid
10875,treatment,1,2026-02-13 22:08:00,IN,mobile,organic
6118,control,0,2026-01-01 00:53:00,CA,desktop,organic
270,control,0,2026-01-30 09:43:00,UK,mobile,organic
13133,treatment,0,2026-02-09 08:04:00,IN,mobile,paid
1371,control,0,2026-01-02 00:34:00,UK,desktop,organic
8461,treatment,0,2026-01-19 23:14:00,UK,desktop,paid
10780,treatment,0,2026-01-29 16:26:00,US,desktop,organic
12226,treatment,0,2026-01-20 04:10:00,UK,desktop,email
13272,treatment,0,2026-01-15 19:19:00,UK,mobile,organic
12025,treatment,0,2026-02-04 15:28:00,UK,desktop,paid
189,control,1,2026-01-03 23:29:00,IN,mobile,organic
15029,treatment,0,2026-01-05 10:29:00,IN,mobile,paid
7113,control,0,2026-01-04 14:34:00,DE,desktop,organic
6264,control,0,2026-02-12 20:37:00,IN,mobile,organic
6861,control,1,2026-02-01 02:34:00,DE,mobile,email
13707,treatment,0,2026-01-18 19:48:00,IN,mobile,organic
7295,control,1,2026-01-06 07:50:00,US,mobile,organic
10953,treatment,0,2026-01-17 23:56:00,UK,mobile,referral
761,control,0,2026-01-27 00:42:00,DE,desktop,paid
6294,control,0,2026-01-04 01:59:00,IN,desktop,referral
7020,control,0,2026-02-06 19:43:00,US,desktop,referral
7349,control,0,2026-01-28 04:15:00,UK,mobile,paid
7692,control,0,2026-02-14 18:28:00,IN,desktop,email
1141,control,0,2026-02-01 08:29:00,IN,mobile,referral
4741,control,0,2026-01-23 09:21:00,UK,desktop,paid
12030,treatment,1,2026-01-31 05:21:00,US,mobile,email
13813,treatment,1,2026-01-21 02:40:00,IN,mobile,organic
4336,control,0,2026-02-06 11:57:00,IN,mobile,paid
2287,control,1,2026-01-08 21:55:00,US,mobile,organic
14352,treatment,0,2026-01-06 17:30:00,US,desktop,referral
3224,control,1,2026-02-12 00:08:00,CA,mobile,organic
1087,control,0,2026-02-01 12:35:00,IN,desktop,paid
8991,treatment,0,2026-01-01 09:25:00,IN,mobile,organic
5854,control,0,2026-01-14 16:08:00,IN,desktop,organic
2887,control,0,2026-01-26 23:54:00,US,desktop,organic
2011,control,1,2026-02-12 01:15:00,IN,desktop,referral
3866,control,0,2026-02-13 21:11:00,US,desktop,paid
14065,treatment,1,2026-01-28 20:23:00,IN,mobile,email
13173,treatment,0,2026-02-14 07:27:00,US,mobile,organic
386,control,0,2026-01-02 08:36:00,US,desktop,referral
15025,treatment,0,2026-01-24 11:48:00,UK,mobile,organic
9719,treatment,1,2026-02-12 13:40:00,IN,mobile,paid
10346,treatment,0,2026-01-14 14:50:00,IN,mobile,organic
8095,treatment,0,2026-02-04 17:50:00,US,desktop,referral
5257,control,0,2026-02-08 17:34:00,IN,desktop,organic
15196,treatment,0,2026-02-04 02:04:00,UK,desktop,email
6437,control,0,2026-01-17 09:59:00,IN,desktop,organic
15376,treatment,0,2026-01-01 10:40:00,US,mobile,organic
1472,control,0,2026-01-26 05:49:00,IN,mobile,organic
8209,treatment,0,2026-02-05 09:43:00,DE,mobile,organic
8857,treatment,0,2026-01-07 07:22:00,IN,mobile,paid
10963,treatment,0,2026-01-14 16:22:00,US,mobile,email
15596,treatment,0,2026-01-25 19:05:00,US,mobile,paid
12796,treatment,0,2026-02-02 20:19:00,IN,mobile,referral
15040,treatment,0,2026-02-11 02:06:00,IN,mobile,referral
13950,treatment,0,2026-01-28 09:08:00,UK,desktop,paid
13498,treatment,1,2026-01-14 04:50:00,US,tablet,organic
7243,control,0,2026-01-22 01:14:00,IN,desktop,organic
450,control,0,2026-01-29 02:15:00,US,desktop,referral
1897,control,0,2026-02-03 19:46:00,DE,desktop,paid
14859,treatment,0,2026-01-15 04:45:00,IN,mobile,organic
11890,treatment,0,2026-02-08 04:30:00,US,mobile,organic
15287,treatment,0,2026-02-11 15:41:00,UK,desktop,organic
9722,treatment,0,2026-01-01 17:40:00,IN,mobile,organic
16169,treatment,0,2026-02-08 10:43:00,CA,tablet,organic
7109,control,0,2026-02-02 11:06:00,US,desktop,organic
12703,treatment,0,2026-02-07 02:16:00,IN,mobile,paid
385,control,0,2026-01-11 19:26:00,UK,mobile,organic
3588,control,0,2026-02-03 06:01:00,UK,mobile,paid
12448,treatment,0,2026-01-31 12:23:00,US,mobile,referral
14103,treatment,0,2026-01-02 17:47:00,IN,mobile,organic
710,control,0,2026-02-09 20:18:00,IN,desktop,paid
2263,control,0,2026-01-24 14:30:00,US,mobile,organic
2559,control,0,2026-02-05 15:11:00,CA,desktop,organic
11887,treatment,0,2026-01-04 07:49:00,US,mobile,organic
14482,treatment,0,2026-01-13 12:53:00,CA,mobile,organic
13196,treatment,0,2026-01-06 12:32:00,US,mobile,organic
4369,control,0,2026-01-10 23:36:00,UK,mobile,organic
5523,control,0,2026-02-12 03:13:00,IN,mobile,organic
10845,treatment,0,2026-02-09 12:18:00,US,mobile,email
10309,treatment,0,2026-01-01 11:55:00,CA,mobile,referral
3681,control,0,2026-02-02 16:59:00,US,mobile,organic
12822,treatment,0,2026-02-14 06:52:00,US,mobile,organic
5659,control,0,2026-01-31 00:47:00,UK,mobile,email
9601,treatment,0,2026-02-09 20:55:00,US,tablet,organic
10744,treatment,0,2026-01-21 15:37:00,IN,mobile,organic
14809,treatment,0,2026-01-02 11:10:00,US,mobile,organic
9440,treatment,0,2026-02-03 00:18:00,DE,desktop,paid
8797,treatment,0,2026-02-02 06:09:00,IN,desktop,organic
9891,treatment,0,2026-01-13 11:48:00,US,mobile,organic
13771,treatment,1,2026-01-18 08:59:00,US,mobile,email
9272,treatment,0,2026-01-06 20:42:00,IN,mobile,organic
2516,control,0,2026-01-22 10:08:00,US,desktop,organic
4230,control,0,2026-01-04 23:10:00,US,desktop,organic
13712,treatment,0,2026-01-25 06:19:00,IN,mobile,email
3916,control,0,2026-01-21 23:31:00,IN,desktop,organic
1407,control,0,2026-01-02 23:08:00,DE,desktop,organic
729,control,0,2026-01-29 22:07:00,UK,desktop,organic
12089,treatment,1,2026-01-01 05:29:00,IN,desktop,paid
11099,treatment,0,2026-01-28 20:29:00,IN,mobile,organic
9276,treatment,0,2026-01-17 21:02:00,UK,mobile,paid
1501,control,0,2026-01-01 05:42:00,US,mobile,paid
12883,treatment,0,2026-02-12 17:11:00,IN,desktop,paid
9832,treatment,0,2026-01-12 23:51:00,US,mobile,paid
14828,treatment,0,2026-01-23 13:34:00,US,mobile,organic
15807,treatment,0,2026-02-14 12:46:00,US,tablet,organic
10356,treatment,1,2026-01-08 10:48:00,CA,mobile,email
14945,treatment,0,2026-02-14 12:13:00,IN,desktop,paid
4602,control,0,2026-01-07 19:39:00,IN,mobile,paid
4086,control,0,2026-01-05 18:51:00,US,desktop,email
849,control,0,2026-01-22 02:26:00,IN,desktop,referral
965,control,0,2026-01-05 23:13:00,UK,desktop,email
316,control,0,2026-01-18 04:19:00,CA,desktop,organic
3451,control,0,2026-01-09 00:46:00,UK,mobile,paid
5717,control,0,2026-01-07 22:04:00,UK,mobile,organic
11526,treatment,0,2026-01-31 10:21:00,US,mobile,organic
12001,treatment,0,2026-01-04 05:27:00,IN,desktop,organic
13952,treatment,0,2026-02-09 03:09:00,US,mobile,paid
4318,control,0,2026-01-17 04:58:00,CA,tablet,organic
10609,treatment,1,2026-01-12 20:36:00,US,desktop,paid
7763,control,0,2026-01-12 15:28:00,IN,mobile,email
14372,treatment,0,2026-02-08 09:18:00,US,desktop,email
13423,treatment,1,2026-01-24 05:16:00,US,mobile,organic
6597,control,0,2026-01-23 21:06:00,UK,mobile,email
15916,treatment,0,2026-02-08 19:59:00,US,desktop,organic
15841,treatment,0,2026-01-02 12:21:00,IN,mobile,referral
1425,control,1,2026-02-04 16:24:00,UK,mobile,email
1374,control,0,2026-01-19 13:28:00,IN,mobile,organic
14722,treatment,0,2026-01-06 03:35:00,IN,desktop,organic
6771,control,0,2026-02-11 17:47:00,UK,desktop,email
1969,control,0,2026-01-05 09:28:00,IN,tablet,paid
1272,control,1,2026-01-03 20:22:00,US,mobile,organic
3327,control,0,2026-01-18 06:00:00,US,mobile,organic
3544,control,0,2026-01-24 15:44:00,UK,desktop,paid
8958,treatment,0,2026-01-27 23:54:00,UK,mobile,organic
10506,treatment,1,2026-02-05 15:33:00,US,mobile,organic
6887,control,0,2026-01-25 12:21:00,IN,mobile,organic
1983,control,0,2026-02-02 11:10:00,US,mobile,email
9877,treatment,0,2026-02-13 12:30:00,US,mobile,paid
15191,treatment,0,2026-01-29 15:37:00,US,desktop,organic
12041,treatment,0,2026-02-01 02:51:00,IN,mobile,paid
1070,control,0,2026-02-01 14:04:00,US,desktop,organic
3104,control,0,2026-02-11 16:57:00,US,desktop,email
3747,control,0,2026-01-17 03:51:00,US,mobile,paid
5351,control,0,2026-01-21 18:33:00,US,tablet,referral
12443,treatment,0,2026-01-01 22:04:00,UK,mobile,paid
8057,treatment,0,2026-02-08 06:34:00,UK,desktop,paid
5785,control,0,2026-01-11 10:00:00,IN,desktop,organic
10391,treatment,0,2026-01-10 11:30:00,IN,mobile,referral
10990,treatment,0,2026-02-02 08:13:00,IN,mobile,organic
11411,treatment,0,2026-02-09 20:49:00,UK,desktop,organic
13249,treatment,0,2026-01-18 08:50:00,US,desktop,paid
3892,control,1,2026-02-05 16:10:00,IN,mobile,email
5479,control,0,2026-01-16 21:37:00,UK,desktop,organic
11716,treatment,0,2026-01-31 13:56:00,IN,mobile,organic
13323,treatment,0,2026-01-19 15:03:00,IN,desktop,organic
9258,treatment,0,2026-01-18 17:25:00,IN,mobile,organic
13443,treatment,0,2026-01-29 16:09:00,DE,mobile,referral
9174,treatment,1,2026-01-01 07:12:00,US,mobile,paid
1841,control,1,2026-01-28 00:42:00,IN,desktop,organic
3991,control,0,2026-01-23 17:58:00,US,desktop,organic
11635,treatment,0,2026-02-14 08:20:00,US,mobile,organic
6877,control,0,2026-01-07 08:08:00,UK,desktop,organic
13558,treatment,0,2026-02-13 16:03:00,US,desktop,organic
3019,control,0,2026-01-12 23:54:00,IN,mobile,paid
10422,treatment,0,2026-02-08 23:56:00,IN,desktop,organic
8848,treatment,1,2026-01-01 17:19:00,US,mobile,organic
10706,treatment,1,2026-02-09 02:15:00,US,mobile,paid
8193,treatment,0,2026-02-03 04:38:00,DE,mobile,paid
6934,control,1,2026-01-02 21:29:00,US,mobile,organic
2375,control,0,2026-01-29 18:23:00,UK,tablet,paid
11672,treatment,0,2026-01-09 23:06:00,IN,mobile,organic
7204,control,0,2026-01-27 20:34:00,UK,mobile,referral
14608,treatment,0,2026-02-02 20:39:00,UK,mobile,organic
1518,control,0,2026-02-12 04:24:00,IN,mobile,organic
1764,control,0,2026-02-01 22:33:00,UK,mobile,paid
13456,treatment,0,2026-02-08 08:33:00,US,mobile,referral
5742,control,1,2026-01-03 07:49:00,US,desktop,organic
1726,control,0,2026-02-07 19:28:00,US,mobile,referral
6763,control,0,2026-01-30 12:51:00,UK,mobile,paid
10678,treatment,1,2026-01-25 14:16:00,US,mobile,email
8,control,0,2026-01-10 01:27:00,US,mobile,organic
12856,treatment,0,2026-01-09 00:04:00,US,tablet,email
13856,treatment,0,2026-01-11 13:37:00,IN,mobile,email
3439,control,0,2026-02-09 22:02:00,US,desktop,paid
7308,control,0,2026-02-14 11:39:00,US,mobile,paid
11398,treatment,1,2026-02-04 00:40:00,DE,mobile,organic
15764,treatment,0,2026-01-29 14:55:00,UK,tablet,referral
7526,control,0,2026-02-11 00:51:00,US,desktop,referral
13421,treatment,0,2026-01-17 00:33:00,IN,mobile,organic
4859,control,0,2026-01-23 16:01:00,IN,mobile,organic
2172,control,0,2026-02-03 10:17:00,DE,mobile,email
8180,treatment,0,2026-02-08 11:08:00,IN,tablet,referral
9147,treatment,0,2026-01-12 15:06:00,IN,mobile,email
4232,control,0,2026-02-14 22:40:00,US,mobile,paid
13369,treatment,1,2026-01-17 01:48:00,IN,mobile,email
15954,treatment,0,2026-01-31 04:50:00,US,desktop,email
8675,treatment,0,2026-01-27 11:35:00,IN,mobile,paid
8595,treatment,1,2026-02-10 20:18:00,CA,mobile,referral
4593,control,0,2026-01-08 19:45:00,IN,mobile,referral
454,control,1,2026-01-08 09:25:00,UK,desktop,organic
9861,treatment,0,2026-02-01 08:05:00,IN,mobile,organic
15392,treatment,1,2026-01-12 03:15:00,CA,mobile,referral
7929,control,0,2026-01-02 11:27:00,IN,tablet,referral
9887,treatment,0,2026-01-23 07:36:00,IN,mobile,organic
7252,control,0,2026-01-24 09:47:00,US,mobile,paid
2930,control,0,2026-02-11 08:23:00,US,mobile,organic
14899,treatment,1,2026-01-15 13:12:00,IN,desktop,paid
8807,treatment,0,2026-02-08 13:04:00,UK,desktop,organic
11908,treatment,0,2026-01-13 16:14:00,US,desktop,organic
2906,control,0,2026-01-27 18:42:00,US,mobile,organic
2144,control,0,2026-01-23 04:55:00,IN,desktop,email
9473,treatment,0,2026-01-04 06:31:00,IN,mobile,organic
279,control,0,2026-01-03 07:58:00,US,desktop,organic
7254,control,0,2026-02-03 16:28:00,IN,mobile,email
9198,treatment,0,2026-01-20 15:23:00,IN,desktop,organic
12164,treatment,0,2026-02-02 17:50:00,DE,mobile,email
606,control,0,2026-02-04 16:21:00,IN,desktop,paid
10543,treatment,0,2026-02-13 21:56:00,CA,desktop,organic
2164,control,0,2026-01-31 22:36:00,US,mobile,paid
2786,control,0,2026-01-17 02:43:00,US,desktop,organic
7042,control,1,2026-01-09 04:21:00,US,tablet,paid
770,control,0,2026-01-10 08:15:00,US,mobile,organic
13939,treatment,0,2026-01-21 05:07:00,CA,mobile,organic
5799,control,0,2026-02-01 19:49:00,UK,mobile,organic
764,control,0,2026-01-22 23:22:00,US,tablet,email
11347,treatment,0,2026-02-09 15:03:00,US,mobile,email
5914,control,0,2026-01-02 02:08:00,IN,desktop,organic
409,control,1,2026-02-02 23:42:00,IN,mobile,organic
4583,control,0,2026-01-31 21:26:00,IN,desktop,organic
9756,treatment,0,2026-01-17 01:19:00,UK,desktop,email
16019,treatment,1,2026-02-13 19:44:00,US,desktop,referral
14404,treatment,0,2026-02-11 19:18:00,IN,mobile,paid
688,control,0,2026-01-25 02:31:00,US,tablet,paid
1603,control,0,2026-01-10 18:53:00,DE,mobile,organic
8183,treatment,1,2026-01-10 22:39:00,US,desktop,email
5752,control,0,2026-01-08 23:12:00,IN,mobile,email
7450,control,0,2026-02-13 05:09:00,UK,mobile,organic
1982,control,1,2026-01-08 04:30:00,DE,mobile,email
13011,treatment,0,2026-01-19 01:35:00,UK,desktop,paid
5727,control,0,2026-01-14 08:55:00,US,desktop,email
4143,control,0,2026-01-12 19:26:00,US,desktop,paid
2487,control,0,2026-01-25 13:19:00,US,mobile,paid
4649,control,0,2026-01-11 15:12:00,US,mobile,referral
9010,treatment,0,2026-02-04 07:29:00,IN,mobile,referral
10212,treatment,0,2026-01-29 17:37:00,CA,desktop,paid
13353,treatment,0,2026-01-16 21:27:00,CA,desktop,paid
12845,treatment,0,2026-02-07 02:53:00,US,mobile,paid
12590,treatment,0,2026-02-09 00:50:00,UK,desktop,paid
12847,treatment,0,2026-02-07 15:42:00,US,mobile,referral
9478,treatment,0,2026-01-06 20:29:00,IN,mobile,referral
13734,treatment,0,2026-01-17 14:21:00,IN,mobile,organic
16139,treatment,0,2026-01-28 21:56:00,US,desktop,paid
6613,control,0,2026-01-18 07:03:00,US,mobile,organic
15911,treatment,1,2026-02-06 00:06:00,UK,mobile,email
12409,treatment,0,2026-02-06 20:51:00,DE,mobile,email
14326,treatment,0,2026-01-02 00:10:00,UK,mobile,organic
12776,treatment,1,2026-02-06 21:30:00,US,desktop,referral
3769,control,0,2026-02-02 18:59:00,US,mobile,paid
11257,treatment,0,2026-01-26 17:54:00,US,desktop,paid
14792,treatment,1,2026-01-25 23:29:00,US,desktop,paid
11325,treatment,1,2026-01-25 00:36:00,IN,mobile,organic
15449,treatment,1,2026-01-26 16:02:00,IN,mobile,organic
4288,control,0,2026-02-05 20:41:00,IN,mobile,organic
8850,treatment,0,2026-01-17 14:59:00,IN,mobile,paid
403,control,0,2026-02-13 04:54:00,US,desktop,organic
4752,control,0,2026-01-15 13:24:00,US,tablet,organic
13258,treatment,0,2026-02-06 03:36:00,UK,mobile,paid
2396,control,0,2026-01-27 01:26:00,US,tablet,referral
6602,control,1,2026-01-30 00:22:00,US,mobile,organic
14603,treatment,0,2026-01-28 01:01:00,US,tablet,organic
6133,control,0,2026-02-03 12:33:00,US,mobile,organic
4862,control,0,2026-01-07 13:50:00,IN,mobile,email
4843,control,0,2026-01-04 05:37:00,IN,mobile,organic
4050,control,0,2026-01-22 15:12:00,UK,mobile,organic
4661,control,1,2026-01-18 10:21:00,US,mobile,email
16076,treatment,0,2026-01-30 02:42:00,US,desktop,email
15506,treatment,1,2026-01-26 08:12:00,IN,mobile,paid
3925,control,1,2026-01-18 05:06:00,IN,tablet,paid
12513,treatment,0,2026-02-05 11:53:00,IN,mobile,organic
2233,control,0,2026-02-11 18:43:00,DE,desktop,paid
837,control,1,2026-01-02 23:29:00,CA,mobile,referral
3081,control,0,2026-01-29 11:28:00,IN,mobile,organic
4040,control,0,2026-02-07 13:25:00,IN,mobile,referral
7616,control,0,2026-01-28 12:12:00,UK,mobile,referral
10767,treatment,0,2026-01-29 09:43:00,IN,desktop,paid
2624,control,0,2026-01-30 13:42:00,UK,mobile,paid
5740,control,0,2026-01-23 07:30:00,US,mobile,organic
13686,treatment,0,2026-02-05 04:14:00,CA,mobile,organic
12128,treatment,0,2026-01-16 20:57:00,UK,desktop,organic
4763,control,0,2026-02-13 16:46:00,IN,mobile,organic
11827,treatment,0,2026-02-12 06:13:00,US,desktop,email
10687,treatment,0,2026-02-11 14:45:00,DE,desktop,email
5300,control,0,2026-01-15 00:20:00,IN,desktop,paid
2990,control,0,2026-02-05 13:44:00,IN,mobile,organic
7244,control,0,2026-01-31 04:37:00,US,desktop,paid
10818,treatment,0,2026-01-08 01:10:00,DE,desktop,referral
13191,treatment,0,2026-01-11 12:04:00,UK,mobile,organic
2130,control,0,2026-02-12 03:50:00,US,mobile,referral
7934,control,0,2026-01-25 17:14:00,UK,mobile,paid
8736,treatment,0,2026-01-25 04:25:00,UK,mobile,paid
8687,treatment,0,2026-02-05 23:22:00,DE,mobile,referral
11045,treatment,0,2026-01-02 08:43:00,US,mobile,email
13608,treatment,0,2026-01-09 01:26:00,UK,mobile,organic
4135,control,0,2026-01-02 20:35:00,UK,desktop,organic
5623,control,1,2026-01-16 13:11:00,CA,mobile,email
12444,treatment,0,2026-01-05 21:00:00,CA,mobile,organic
8584,treatment,0,2026-01-02 15:08:00,IN,mobile,organic
1690,control,0,2026-02-08 11:14:00,UK,desktop,organic
12837,treatment,0,2026-01-20 10:55:00,US,desktop,organic
7171,control,1,2026-01-30 17:08:00,US,mobile,organic
15480,treatment,0,2026-01-26 16:03:00,US,mobile,organic
3498,control,0,2026-01-19 15:51:00,US,desktop,organic
13904,treatment,0,2026-01-22 17:38:00,US,desktop,organic
6479,control,0,2026-01-17 02:12:00,IN,mobile,organic
6234,control,0,2026-02-06 18:15:00,IN,mobile,organic
3793,control,0,2026-01-22 19:35:00,CA,desktop,email
8031,treatment,0,2026-02-11 21:51:00,CA,desktop,organic
14479,treatment,0,2026-01-26 05:05:00,US,desktop,email
11014,treatment,0,2026-01-19 13:52:00,US,mobile,referral
3326,control,0,2026-01-26 04:56:00,US,mobile,organic
8384,treatment,0,2026-02-08 15:33:00,DE,mobile,organic
9611,treatment,0,2026-01-09 18:34:00,IN,mobile,paid
1220,control,0,2026-01-27 12:20:00,IN,desktop,email
1352,control,0,2026-01-17 18:17:00,US,tablet,email
12725,treatment,0,2026-01-22 18:23:00,CA,mobile,organic
11274,treatment,0,2026-01-11 07:59:00,US,mobile,email
3398,control,0,2026-02-05 12:26:00,IN,mobile,paid
1834,control,0,2026-01-15 02:46:00,IN,desktop,paid
7538,control,0,2026-01-05 14:46:00,US,mobile,paid
9587,treatment,0,2026-01-28 09:48:00,IN,mobile,organic
11467,treatment,0,2026-01-19 05:14:00,US,desktop,organic
4394,control,0,2026-01-21 22:31:00,US,desktop,email
1204,control,0,2026-01-01 04:17:00,UK,desktop,email
8310,treatment,0,2026-01-17 10:23:00,CA,desktop,organic
13041,treatment,0,2026-01-09 08:44:00,US,mobile,paid
8414,treatment,0,2026-02-08 06:58:00,CA,mobile,organic
3308,control,0,2026-01-23 21:22:00,DE,mobile,paid
6552,control,0,2026-01-31 05:46:00,US,desktop,email
9607,treatment,0,2026-01-21 06:08:00,US,mobile,referral
12963,treatment,0,2026-02-07 13:34:00,UK,desktop,organic
6970,control,0,2026-02-12 06:57:00,UK,mobile,email
11597,treatment,0,2026-01-21 13:21:00,US,mobile,organic
10360,treatment,1,2026-01-04 17:38:00,US,desktop,organic
6374,control,0,2026-02-11 04:27:00,IN,mobile,paid
3982,control,0,2026-01-04 18:09:00,UK,mobile,paid
13056,treatment,0,2026-02-12 20:36:00,US,mobile,email
12160,treatment,0,2026-01-14 01:59:00,UK,desktop,email
11790,treatment,0,2026-01-09 17:20:00,IN,mobile,email
14918,treatment,0,2026-02-04 04:49:00,US,mobile,paid
3559,control,1,2026-01-25 15:52:00,IN,mobile,email
12886,treatment,0,2026-01-11 07:37:00,US,mobile,organic
2417,control,0,2026-01-09 12:57:00,US,tablet,referral
567,control,0,2026-02-09 18:37:00,IN,desktop,organic
16133,treatment,0,2026-02-14 10:09:00,US,mobile,email
218,control,0,2026-01-20 12:40:00,US,mobile,organic
10111,treatment,0,2026-01-24 20:22:00,CA,mobile,organic
7915,control,0,2026-02-01 23:03:00,DE,mobile,paid
14129,treatment,0,2026-01-03 16:56:00,CA,mobile,email
